class   code	description
icd9procs	52.85	朗格汉斯胰岛细胞异体移植
icd9procs	52.86	朗格汉斯胰岛细胞移植NOS
icd9procs	52.9	胰腺其他手术
icd9procs	52.9	胰腺其他手术
icd9procs	52.92	胰管套管置入术
icd9procs	52.92	胰管套管置入术
icd9procs	52.93	内镜下胰管支架(管)置入
icd9procs	52.94	内镜下胰管结石去除术
icd9procs	52.95	胰腺的其他修补术
icd9procs	52.96	胰腺吻合术
icd9procs	52.97	内镜下鼻胰引流管置入
icd9procs	52.98	内镜下胰管扩张
icd9procs	52.99	胰腺其他手术
icd9procs	53	疝修补术
icd9procs	53.0	其他腹股沟疝单侧修补术
icd9procs	53.00	腹股沟疝单侧修补术NOS
icd9procs	53.01	其他和开放性腹股沟直疝修补术
icd9procs	53.02	其他和开放性腹股沟斜疝修补术
icd9procs	53.03	用移植物或假体的其他和开放性腹股沟直疝修补术
icd9procs	53.04	用移植物或假体的其他和开放性腹股沟斜疝修补术
icd9procs	53.05	用移植物或假体的腹股沟疝修补术NOS
icd9procs	53.1	其他双侧腹股沟疝修补术
icd9procs	53.1	其他双侧腹股沟疝修补术
icd9procs	53.10	双侧腹股沟疝修补术NOS
icd9procs	53.11	其他和开放性双侧腹股沟直疝修补术
icd9procs	53.12	其他和开放性双侧腹股沟斜疝修补术
icd9procs	53.12	其他和开放性双侧腹股沟斜疝修补术
icd9procs	53.13	其他和开放性双侧腹股沟疝修补术,一侧直疝和一侧斜疝
icd9procs	53.14	用移植物或假体的其他和开放性双侧腹股沟直疝修补术
icd9procs	53.15	用移植物或假体的其他和开放性双侧腹股沟斜疝修补术
icd9procs	53.16	用移植物或假体的其他和开放性双侧腹股沟疝修补术,一侧直疝和一侧斜疝
icd9procs	53.17	用移植物或假体的双侧腹股沟疝修补术NOS
icd9procs	53.2	单侧股疝修补术
icd9procs	53.2	单侧股疝修补术
icd9procs	53.21	用移植物或假体的单侧股疝修补术
icd9procs	53.21	用移植物或假体的单侧股疝修补术
icd9procs	53.29	其他单侧股疝缝合术
icd9procs	53.29	其他单侧股疝缝合术
icd9procs	53.3	双侧股疝修补术
icd9procs	53.3	双侧股疝修补术
icd9procs	53.31	用移植物或假体的双侧股疝修补术
icd9procs	53.31	用移植物或假体的双侧股疝修补术
icd9procs	53.39	其他双侧股疝缝合术
icd9procs	53.4	脐疝修补术
icd9procs	53.41	其他和开放性脐疝修补术伴假体
icd9procs	53.42	腹腔镜脐疝移植物或假体修补术
icd9procs	53.43	其他腹腔镜脐疝修补术
icd9procs	53.49	其他开放性脐疝缝合术
icd9procs	53.5	其他前腹壁疝修补术（不伴移植物或假体）
icd9procs	53.51	切口疝修补术
icd9procs	53.59	其他前腹壁疝的修补术
icd9procs	53.6	其他用移植物或假体的前腹壁疝的修补术
icd9procs	53.61	其他开放性切口疝伴假体修补术
icd9procs	53.62	腹腔镜下移植物或假体的前腹壁切口疝修补术
icd9procs	53.63	其他前腹壁疝伴有移植物或假体的其他腹腔镜下修补术
icd9procs	53.69	其他和开放性前腹壁疝伴假体修补术
icd9procs	53.7	膈疝修补术,腹入路
icd9procs	53.7	膈疝修补术,腹入路
icd9procs	53.71	腹腔镜腹入路横隔疝修补术
icd9procs	53.71	腹腔镜腹入路横隔疝修补术
icd9procs	53.72	其他和开放性腹入路横隔疝修补术
icd9procs	53.72	其他和开放性腹入路横隔疝修补术
icd9procs	53.75	腹入路横隔疝修补术NOS
icd9procs	53.8	膈疝修补术,胸入路
icd9procs	53.80	横膈疝修补术，胸入路NOS
icd9procs	53.81	横膈折叠术
icd9procs	53.82	胸骨旁疝修补术
icd9procs	53.83	腹腔镜横膈疝修补术，胸入路
icd9procs	53.84	其他和开放性横膈疝修补术，胸入路
icd9procs	53.9	其他疝修补术
icd9procs	53.9	其他疝修补术
icd9procs	54	腹部其他手术
icd9procs	54.0	腹壁切开术
icd9procs	54.0	腹壁切开术
icd9procs	54.1	开腹手术
icd9procs	54.1	开腹手术
icd9procs	54.11	开腹探查术
icd9procs	54.12	近期开腹手术部位的再切开
icd9procs	54.19	其他开腹手术
icd9procs	54.19	其他开腹手术
icd9procs	54.2	腹部诊断性操作
icd9procs	54.21	腹腔镜检查
icd9procs	54.22	腹壁或脐的活组织检查
icd9procs	54.23	腹膜活组织检查
icd9procs	54.24	闭合性[经皮][针吸]腹内肿块活组织检查
icd9procs	54.25	腹膜灌洗
icd9procs	54.29	腹部其他诊断性操作
icd9procs	54.3	腹壁或脐病损或组织的切除术或破坏术
icd9procs	54.4	腹膜组织的切除术或破坏术
icd9procs	54.4	腹膜组织的切除术或破坏术
icd9procs	54.5	腹膜粘连松解术
icd9procs	54.51	腹腔镜下腹膜粘连松解术
icd9procs	54.59	腹膜粘连的其他松解术
icd9procs	54.6	腹壁和腹膜缝合术
icd9procs	54.6	腹壁和腹膜缝合术
icd9procs	54.61	腹壁手术后裂开再闭合术
icd9procs	54.62	肉芽性腹部伤口的延迟性闭合术
icd9procs	54.63	其他腹壁缝合术
icd9procs	54.64	腹膜缝合术
icd9procs	54.64	腹膜缝合术
icd9procs	54.7	腹壁和腹膜的其他修补术
icd9procs	54.7	腹壁和腹膜的其他修补术
icd9procs	54.71	腹裂（畸形）修补术
icd9procs	54.72	腹壁其他修补术
icd9procs	54.72	腹壁其他修补术
icd9procs	54.73	腹膜其他修补术
icd9procs	54.74	网膜其他修补术
icd9procs	54.75	肠系膜其他修补术
icd9procs	54.9	腹部的其他手术
icd9procs	54.9	腹部的其他手术
icd9procs	54.91	经皮腹部引流
icd9procs	54.92	腹腔异物去除
icd9procs	54.93	皮肤腹膜造口术
icd9procs	54.94	腹腔血管分流术
icd9procs	54.94	腹腔血管分流术
icd9procs	54.95	腹膜切开术
icd9procs	54.95	腹膜切开术
icd9procs	54.96	空气注入腹膜腔
icd9procs	54.97	腹膜腔注入局部作用的治疗性物质
icd9procs	54.97	腹膜腔注入局部作用的治疗性物质
icd9procs	54.98	腹膜透析
icd9procs	54.99	腹部的其他手术
icd9procs	55	肾手术
icd9procs	55.0	肾切开术和肾造口术
icd9procs	55.01	肾切开术
icd9procs	55.02	肾造口术
icd9procs	55.03	经皮肾造口术不伴碎裂术
icd9procs	55.04	经皮肾造口术伴碎裂术
icd9procs	55.1	肾盂切开术和肾盂造口术
icd9procs	55.1	肾盂切开术和肾盂造口术
icd9procs	55.11	肾盂切开术
icd9procs	55.11	肾盂切开术
icd9procs	55.12	肾盂造口术
icd9procs	55.2	肾诊断性操作
icd9procs	55.21	肾内镜检查
icd9procs	55.22	肾盂镜检查
icd9procs	55.23	闭合性[经皮][针吸]肾活组织检查
icd9procs	55.24	开放性肾活组织检查
icd9procs	55.29	肾其他诊断性操作
icd9procs	55.3	肾病损或肾组织的切除术或破坏术
icd9procs	55.3	肾病损或肾组织的切除术或破坏术
icd9procs	55.31	肾病损袋形缝合术[造袋术]
icd9procs	55.32	肾病损或组织的开放性切除
icd9procs	55.33	肾病损或组织的经皮切除
icd9procs	55.34	肾病损或组织的腹腔镜下切除
icd9procs	55.35	肾病损或组织的其他和未特指切除
icd9procs	55.39	肾病损或组织的其他局部破坏术或切除术
icd9procs	55.39	肾病损或组织的其他局部破坏术或切除术
icd9procs	55.4	部分肾切除术
icd9procs	55.5	全部肾切除术
icd9procs	55.51	肾输尿管切除术
icd9procs	55.52	残留肾切除术
icd9procs	55.53	移植或排斥肾的切除
icd9procs	55.54	双侧肾切除术
icd9procs	55.6	肾移植
icd9procs	55.61	肾自体移植术
icd9procs	55.69	其他肾移植术
icd9procs	55.7	肾固定术
icd9procs	55.8	肾的其他修补术
icd9procs	55.81	肾裂伤缝合术
icd9procs	55.82	肾造口术和肾盂造口闭合术
icd9procs	55.83	其他肾瘘管闭合术
icd9procs	55.84	肾带蒂扭转的复位术
icd9procs	55.85	马蹄形肾联合部切开术
icd9procs	55.86	肾吻合术
icd9procs	55.87	输尿管肾盂接合处矫正术
icd9procs	55.89	肾的其他修补术
icd9procs	55.9	肾的其他手术
icd9procs	55.9	肾的其他手术
icd9procs	55.91	肾包膜剥脱术
icd9procs	55.92	经皮肾(肾盂)抽吸
icd9procs	55.92	经皮肾(肾盂)抽吸
icd9procs	55.93	肾造口导管置换
icd9procs	55.94	肾盂造口导管置换
icd9procs	55.95	肾局部灌注
icd9procs	55.96	其他治疗性物质注入肾
icd9procs	55.97	机械肾植入或置换
icd9procs	55.98	机械肾去除
icd9procs	55.99	肾的其他手术
icd9procs	56	输尿管手术
icd9procs	56.0	经尿道输尿管和肾盂梗阻去除
icd9procs	56.0	经尿道输尿管和肾盂梗阻去除
icd9procs	56.1	输尿管尿道口切开术
icd9procs	56.2	输尿管切开术
icd9procs	56.3	输尿管的诊断性操作
icd9procs	56.31	输尿管镜检查
icd9procs	56.32	闭合性经皮输尿管活组织检查
icd9procs	56.33	闭合性内镜下输尿管活组织检查
icd9procs	56.34	开放性输尿管活组织检查
icd9procs	56.35	回肠通道内镜检查(膀胱镜检查)(襻镜检查)
icd9procs	56.39	输尿管其他诊断性操作
icd9procs	56.4	输尿管切除术
icd9procs	56.40	输尿管切除术NOS
icd9procs	56.41	部分输尿管切除术
icd9procs	56.42	输尿管全部切除术
icd9procs	56.5	皮肤的输尿管-回肠吻合术
icd9procs	56.51	建造皮肤的输尿管-回肠造口术
icd9procs	56.52	皮肤的输尿管-回肠吻合的修复术
icd9procs	56.6	其他外部尿路转流术
icd9procs	56.61	其他皮肤输尿管吻合口的建造
icd9procs	56.62	其他皮肤输尿管吻合的修复术
icd9procs	56.7	输尿管其他吻合术或搭桥
icd9procs	56.71	尿路转流术至肠
icd9procs	56.72	输尿管肠吻合术的修复术
icd9procs	56.73	肾膀胱吻合术NOS
icd9procs	56.74	输尿管膀胱吻合术
icd9procs	56.75	经输尿管输尿管吻合术
icd9procs	56.79	输尿管其他吻合术或搭桥
icd9procs	56.8	输尿管修补术
icd9procs	56.81	输尿管管腔内粘连松解术
icd9procs	56.82	输尿管裂伤缝合术
icd9procs	56.83	输尿管造口闭合术
icd9procs	56.84	输尿管其他瘘管闭合术
icd9procs	56.85	输尿管固定术
icd9procs	56.86	输尿管结扎去除术
icd9procs	56.89	输尿管其他修补术
icd9procs	56.9	输尿管其他手术
icd9procs	56.91	输尿管口扩张
icd9procs	56.92	电子输尿管刺激器置入
icd9procs	56.93	电子输尿管刺激器置换
icd9procs	56.94	电子输尿管刺激器去除
icd9procs	56.95	输尿管结扎术
icd9procs	56.99	输尿管其他手术
icd9procs	57	膀胱手术
icd9procs	57.0	经尿道膀胱清除术
icd9procs	57.1	膀胱切开术和膀胱造口术
icd9procs	57.1	膀胱切开术和膀胱造口术
icd9procs	57.11	经皮膀胱抽吸术
icd9procs	57.12	膀胱切开的膀胱腔内粘连松解术
icd9procs	57.17	经皮膀胱造口术
icd9procs	57.17	经皮膀胱造口术
icd9procs	57.18	其他耻骨上膀胱造口术
icd9procs	57.19	其他膀胱切开术
icd9procs	57.2	膀胱造口术
icd9procs	57.21	膀胱造口术
icd9procs	57.22	膀胱造口修复术
icd9procs	57.3	膀胱的诊断性操作
icd9procs	57.31	膀胱镜检查经人工造口
icd9procs	57.32	其他膀胱镜检查
icd9procs	57.33	闭合性[经尿道]膀胱活组织检查
icd9procs	57.34	开放性膀胱活组织检查
icd9procs	57.39	膀胱其他诊断性操作
icd9procs	57.4	经尿道膀胱组织切除术或破坏术
icd9procs	57.41	经尿道管腔内粘连松解术
icd9procs	57.49	其他经尿道的膀胱病损或组织切除术或破坏术
icd9procs	57.5	膀胱组织其他切除术或破坏术
icd9procs	57.5	膀胱组织其他切除术或破坏术
icd9procs	57.51	脐尿管切除术
icd9procs	57.59	膀胱其他病损或膀胱组织的开放性切除术或破坏术
icd9procs	57.59	膀胱其他病损或膀胱组织的开放性切除术或破坏术
icd9procs	57.6	部分膀胱切除术
icd9procs	57.7	全部膀胱切除术
icd9procs	57.71	根治性膀胱切除术
icd9procs	57.79	其他全部膀胱切除术
icd9procs	57.8	膀胱其他修补术
icd9procs	57.81	膀胱裂伤缝合术
icd9procs	57.82	膀胱造口闭合术
icd9procs	57.83	膀胱肠瘘修补术
icd9procs	57.84	膀胱其他瘘管修补术
icd9procs	57.85	膀胱颈的膀胱尿道成形术和整形修补术
icd9procs	57.86	膀胱外翻修补术
icd9procs	57.87	膀胱重建术
icd9procs	57.88	膀胱其他吻合术
icd9procs	57.89	膀胱其他修补术
icd9procs	57.9	膀胱其他手术
icd9procs	57.9	膀胱其他手术
icd9procs	57.91	膀胱括约肌切开术
icd9procs	57.92	膀胱颈扩张
icd9procs	57.93	膀胱(手术后)出血控制
icd9procs	57.93	膀胱(手术后)出血控制
icd9procs	57.94	留置导尿管的置入术
icd9procs	57.95	留置导尿管的置换术
icd9procs	57.96	电子膀胱刺激器置入术
icd9procs	57.97	电子膀胱刺激器置换术
icd9procs	57.98	电子膀胱刺激器去除术
icd9procs	57.99	膀胱其他手术
icd9procs	58	尿道手术
icd9procs	58.0	尿道切开术
icd9procs	58.0	尿道切开术
icd9procs	58.1	尿道口切开术
icd9procs	58.2	尿道诊断性操作
icd9procs	58.21	会阴尿道镜检查
icd9procs	58.22	其他尿道镜检查
icd9procs	58.23	尿道活组织检查
icd9procs	58.24	尿道周围组织活组织检查
icd9procs	58.29	尿道和尿道周围组织的其他诊断性操作
icd9procs	58.3	尿道病损或组织的切除术或破坏术
icd9procs	58.31	内镜下尿道病损或组织切除术或破坏术
icd9procs	58.39	尿道病损或组织的其他局部切除术或破坏术
icd9procs	58.4	尿道修补术
icd9procs	58.4	尿道修补术
icd9procs	58.41	尿道裂伤缝合术
icd9procs	58.42	尿道造口闭合术
icd9procs	58.43	尿道其他瘘管闭合术
icd9procs	58.44	尿道再吻合术
icd9procs	58.45	尿道下裂或尿道上裂修补术
icd9procs	58.45	尿道下裂或尿道上裂修补术
icd9procs	58.46	尿道其他重建术
icd9procs	58.46	尿道其他重建术
icd9procs	58.47	尿道口成形术
icd9procs	58.49	尿道其他修补术
icd9procs	58.5	尿道狭窄松解术
icd9procs	58.6	尿道扩张
icd9procs	58.9	尿道和尿道周围组织的其他手术
icd9procs	58.91	尿道周围组织切开术
icd9procs	58.92	尿道周围组织切除术
icd9procs	58.93	人工尿道括约肌[AUS]植入
icd9procs	58.99	尿道和尿道周围组织的其他手术
icd9procs	59	泌尿道其他手术
icd9procs	59.0	腹膜后组织清扫术
icd9procs	59.00	腹膜后清扫术NOS
icd9procs	59.02	肾周或输尿管周围粘连的其他松解术
icd9procs	59.03	腹腔镜下肾周或输尿管周围粘连的松解术
icd9procs	59.09	肾周或输尿管周围组织的其他切开术
icd9procs	59.1	膀胱周围组织切开术
icd9procs	59.11	膀胱周围粘连的其他松解术
icd9procs	59.12	腹腔镜下膀胱周围粘连松解术
icd9procs	59.19	膀胱周围组织其他切开术
icd9procs	59.2	肾周和膀胱周围组织的诊断性操作
icd9procs	59.21	肾周或膀胱周围组织的活组织检查
icd9procs	59.29	肾周组织、膀胱周围组织和腹膜后的其他诊断性操作
icd9procs	59.3	尿道膀胱连接处的折叠术
icd9procs	59.4	耻骨上悬吊手术
icd9procs	59.5	耻骨后尿道悬吊术
icd9procs	59.6	尿道旁悬吊术
icd9procs	59.7	压迫性尿失禁的其他修补术
icd9procs	59.71	提肌手术，用于尿道膀胱悬吊术
icd9procs	59.72	置入物注入尿道和（或）膀胱颈
icd9procs	59.79	压迫性尿失禁的其他修补术
icd9procs	59.8	输尿管导管插入术
icd9procs	59.8	输尿管导管插入术
icd9procs	59.9	泌尿系统其他手术
icd9procs	59.91	肾周或膀胱周围组织切除术
icd9procs	59.92	肾周或膀胱周围组织的其他手术
icd9procs	59.93	输尿管造口导管置换术
icd9procs	59.94	膀胱造口导管置换
icd9procs	59.95	超声泌尿系结石碎裂术
icd9procs	59.99	泌尿系统其他手术
icd9procs	60	前列腺和精囊手术
icd9procs	60.0	前列腺切开术
icd9procs	60.1	前列腺和精囊的诊断性操作
icd9procs	60.11	闭合性[经皮][针吸]前列腺活组织检查
icd9procs	60.12	开放性前列腺活组织检查
icd9procs	60.13	闭合性[经皮]精囊活组织检查
icd9procs	60.14	开放性精囊活组织检查
icd9procs	60.15	前列腺周围组织的活组织检查
icd9procs	60.18	前列腺和前列腺周围组织的其他诊断性操作
icd9procs	60.19	精囊的其他诊断性操作
icd9procs	60.2	经尿道前列腺切除术
icd9procs	60.2	经尿道前列腺切除术
icd9procs	60.21	经尿道(超声)激光诱导前列腺切除术(TULIP)
icd9procs	60.21	经尿道(超声)激光诱导前列腺切除术(TULIP)
icd9procs	60.29	其他经尿道前列腺切除术
icd9procs	60.29	其他经尿道前列腺切除术
icd9procs	60.3	耻骨上前列腺切除术
icd9procs	60.4	耻骨后前列腺切除术
icd9procs	60.5	根治性前列腺切除术
icd9procs	60.6	其他前列腺切除术
icd9procs	60.61	前列腺病损局部切除术
icd9procs	60.62	经会阴前列腺切除术
icd9procs	60.69	其他前列腺切除术
icd9procs	60.7	精囊手术
icd9procs	60.7	精囊手术
icd9procs	60.71	经皮精囊抽吸术
icd9procs	60.72	精囊切开术
icd9procs	60.73	精囊切除术
icd9procs	60.79	精囊其他手术
icd9procs	60.79	精囊其他手术
icd9procs	60.8	前列腺周围组织切开术或切除术
icd9procs	60.81	前列腺周围组织切开术
icd9procs	60.82	前列腺周围组织切除术
icd9procs	60.9	前列腺的其他手术
icd9procs	60.91	经皮前列腺抽吸术
icd9procs	60.92	前列腺注射测试链接处
icd9procs	60.93	前列腺修补术
icd9procs	60.94	前列腺(手术后)出血控制
icd9procs	60.95	经尿道球囊前列腺尿道扩张
icd9procs	60.96	经尿道前列腺组织破坏术,用微波热疗
icd9procs	60.97	其他经尿道的前列腺组织破坏术,用其他热疗法
icd9procs	60.99	前列腺的其他手术
icd9procs	61	阴囊和睾丸鞘膜手术
icd9procs	61.0	阴囊和睾丸鞘膜切开引流术
icd9procs	61.1	阴囊和睾丸鞘膜的诊断性操作
icd9procs	61.11	阴囊或睾丸鞘膜的活组织检查
icd9procs	61.19	阴囊和睾丸鞘膜的其他诊断性操作
icd9procs	61.2	睾丸鞘膜积液切除术
icd9procs	61.3	阴囊病损或阴囊组织切除术或破坏术
icd9procs	61.4	阴囊和睾丸鞘膜修补术
icd9procs	61.41	阴囊和睾丸鞘膜裂伤缝合术
icd9procs	61.42	阴囊瘘管修补术
icd9procs	61.49	阴囊和睾丸鞘膜的其他修补术
icd9procs	61.9	阴囊和睾丸鞘膜的其他手术
icd9procs	61.91	经皮睾丸鞘膜抽吸术
icd9procs	61.92	睾丸鞘膜病损切除术,除外水囊肿
icd9procs	61.99	阴囊和睾丸鞘膜的其他手术
icd9procs	62	睾丸手术
icd9procs	62.0	睾丸切开术
icd9procs	62.1	睾丸的诊断性操作
icd9procs	62.11	闭合性[经皮][针吸]睾丸活组织检查
icd9procs	62.12	开放性睾丸活组织检查
icd9procs	62.19	睾丸其他诊断性操作
icd9procs	62.2	睾丸病损切除术或破坏术
icd9procs	62.2	睾丸病损切除术或破坏术
icd9procs	62.3	单侧睾丸切除术
icd9procs	62.4	双侧睾丸切除术
icd9procs	62.41	同一次手术去除双侧睾丸
icd9procs	62.42	残留睾丸去除
icd9procs	62.5	睾丸固定术
icd9procs	62.6	睾丸修补术
icd9procs	62.61	睾丸裂伤缝合术
icd9procs	62.69	睾丸其他修补术
icd9procs	62.7	睾丸假体置入
icd9procs	62.9	睾丸其他手术
icd9procs	62.91	睾丸抽吸术
icd9procs	62.92	治疗性物质注入睾丸
icd9procs	62.99	睾丸其他手术
icd9procs	63	精索、附睾和输精管的手术
icd9procs	63.0	精索、附睾和输精管的诊断性操作
icd9procs	63.01	精索、附睾和输精管的活组织检查
icd9procs	63.09	精索、附睾和输精管的其他诊断性操作
icd9procs	63.1	精索静脉曲张和精索积液切除术
icd9procs	63.1	精索静脉曲张和精索积液切除术
icd9procs	63.2	附睾囊肿切除术
icd9procs	63.3	精索和附睾的其他病损或组织切除术
icd9procs	63.4	附睾丸切除术
icd9procs	63.5	精索和附睾修补术
icd9procs	63.51	精索和附睾裂伤缝合术
icd9procs	63.52	睾丸或精索扭转的复位术
icd9procs	63.53	精索移植术
icd9procs	63.59	精索和附睾的其他修补术
icd9procs	63.6	输精管切断术
icd9procs	63.6	输精管切断术
icd9procs	63.7	输精管切除术和输精管结扎术
icd9procs	63.70	男性绝育术NOS
icd9procs	63.71	输精管结扎术
icd9procs	63.72	精索结扎术
icd9procs	63.73	输精管切除术
icd9procs	63.8	输精管和附睾修补术
icd9procs	63.8	输精管和附睾修补术
icd9procs	63.81	输精管和附睾裂伤的缝合术
icd9procs	63.82	手术切断的输精管重建术
icd9procs	63.82	手术切断的输精管重建术
icd9procs	63.83	附睾输精管吻合术
icd9procs	63.83	附睾输精管吻合术
icd9procs	63.84	输精管结扎去除
icd9procs	63.85	输精管瓣膜去除
icd9procs	63.89	输精管和附睾的其他修补术
icd9procs	63.9	精索、附睾和输精管的其他手术
icd9procs	63.9	精索、附睾和输精管的其他手术
icd9procs	63.91	精液囊肿抽吸术
icd9procs	63.92	附睾切开术
icd9procs	63.92	附睾切开术
icd9procs	63.93	精索切开术
icd9procs	63.94	精索粘连松解术
icd9procs	63.95	输精管瓣膜置入
icd9procs	63.99	精索、附睾和输精管的其他手术
icd9procs	64	阴茎手术
icd9procs	64.0	包皮环切术
icd9procs	64.1	阴茎的诊断性操作
icd9procs	64.11	阴茎活组织检查
icd9procs	64.19	阴茎的其他诊断性操作
icd9procs	64.2	阴茎病损的局部切除术或破坏术
icd9procs	64.3	阴茎截断术
icd9procs	64.4	阴茎修补术和整形术
icd9procs	64.41	阴茎裂伤缝合术
icd9procs	64.42	阴茎痛性勃起松解术
icd9procs	64.43	阴茎建造术
icd9procs	64.44	阴茎重建术
icd9procs	64.45	阴茎再植术
icd9procs	64.49	阴茎的其他修补术
icd9procs	64.5	性转变手术NEC
icd9procs	64.9	男性生殖器官的其他手术
icd9procs	64.91	阴茎背侧或外侧包皮切开
icd9procs	64.92	阴茎切开术
icd9procs	64.93	阴茎粘连切断
icd9procs	64.94	阴茎外部假体装配
icd9procs	64.95	非可膨胀性阴茎假体的置入或置换
icd9procs	64.96	去除阴茎内部假体
icd9procs	64.97	膨胀性阴茎假体置入或置换
icd9procs	64.98	阴茎的其他手术
icd9procs	64.99	男性生殖器官的其他手术
icd9procs	65	卵巢手术
icd9procs	65.0	卵巢切开术
icd9procs	65.01	腹腔镜下卵巢切开术
icd9procs	65.09	其他卵巢切开术
icd9procs	65.1	卵巢的诊断性操作
icd9procs	65.11	卵巢抽吸活组织检查
icd9procs	65.12	卵巢其他活组织检查
icd9procs	65.13	腹腔镜下卵巢活组织检查
icd9procs	65.14	其他腹腔镜下卵巢的诊断性操作
icd9procs	65.19	卵巢的其他诊断性操作
icd9procs	65.2	卵巢病损或卵巢组织的局部切除术或破坏术
icd9procs	65.21	卵巢囊肿袋形缝合术[造袋术]
icd9procs	65.22	卵巢楔形切除术
icd9procs	65.23	腹腔镜下卵巢囊肿袋形缝合术[造袋术]
icd9procs	65.24	腹腔镜下卵巢楔形部分切除术
icd9procs	65.25	其他腹腔镜下卵巢局部切除术或破坏术
icd9procs	65.29	其他卵巢局部切除术或破坏术
icd9procs	65.3	单侧卵巢切除术
icd9procs	65.31	腹腔镜下单侧卵巢切除术
icd9procs	65.39	其他单侧卵巢切除术
icd9procs	65.4	单侧输卵管-卵巢切除术
icd9procs	65.41	腹腔镜下单侧输卵管-卵巢切除术
icd9procs	65.49	其他单侧输卵管-卵巢切除术
icd9procs	65.5	双侧卵巢切除术
icd9procs	65.51	其他一次手术切除双侧卵巢
icd9procs	65.52	残留卵巢其他切除
icd9procs	65.53	腹腔镜下一次手术切除双侧卵巢
icd9procs	65.54	腹腔镜下残留卵巢切除
icd9procs	65.6	双侧输卵管-卵巢切除术
icd9procs	65.61	其他一次手术切除双侧卵巢和输卵管
icd9procs	65.62	其他残留卵巢和输卵管切除术
icd9procs	65.63	腹腔镜下一次手术切除双侧卵巢和输卵管
icd9procs	65.64	腹腔镜下残留卵巢和输卵管切除术
icd9procs	65.7	卵巢修补术
icd9procs	65.71	其他单纯卵巢缝合术
icd9procs	65.72	其他卵巢再植入
icd9procs	65.73	其他输卵管-卵巢成形术
icd9procs	65.74	腹腔镜下卵巢单纯缝合术
icd9procs	65.75	腹腔镜下卵巢再植入
icd9procs	65.76	腹腔镜下输卵管-卵巢成形术
icd9procs	65.79	卵巢其他修补术
icd9procs	65.8	卵巢和输卵管粘连松解术
icd9procs	65.81	腹腔镜下卵巢和输卵管粘连松解术
icd9procs	65.89	其他卵巢和输卵管粘连松解术
icd9procs	65.9	卵巢其他手术
icd9procs	65.91	卵巢抽吸
icd9procs	65.92	卵巢移植术
icd9procs	65.93	卵巢囊肿手法破裂术
icd9procs	65.94	卵巢去神经术
icd9procs	65.95	卵巢扭转松解术
icd9procs	65.99	卵巢其他手术
icd9procs	66	输卵管手术
icd9procs	66.0	输卵管切开术和输卵管造口术
icd9procs	66.01	输卵管切开术
icd9procs	66.02	输卵管造口术
icd9procs	66.1	输卵管的诊断性操作
icd9procs	66.11	输卵管的活组织检查
icd9procs	66.19	输卵管的其他诊断性操作
icd9procs	66.2	双侧输卵管内镜下破坏术或闭合
icd9procs	66.21	双侧输卵管内镜下结扎术和挤压术
icd9procs	66.22	双侧输卵管内镜下结扎术和切断术
icd9procs	66.29	其他输卵管双侧内镜下破坏术或闭合术
icd9procs	66.3	其他双侧输卵管破坏术或闭合术
icd9procs	66.31	其他双侧输卵管结扎术和挤压术
icd9procs	66.32	其他双侧输卵管结扎术和切断术
icd9procs	66.39	其他双侧输卵管破坏术或闭合术
icd9procs	66.4	单侧输卵管全部切除术
icd9procs	66.5	双侧输卵管全部切除术
icd9procs	66.51	一次手术切除双侧输卵管
icd9procs	66.52	残留输卵管切除
icd9procs	66.6	其他输卵管切除术
icd9procs	66.61	输卵管病损切除术或破坏术
icd9procs	66.62	输卵管切除术伴去除输卵管妊娠
icd9procs	66.63	双侧部分输卵管切除术NOS
icd9procs	66.69	其他部分输卵管切除术
icd9procs	66.7	输卵管修补术
icd9procs	66.7	输卵管修补术
icd9procs	66.71	单纯输卵管缝合术
icd9procs	66.72	输卵管-卵巢吻合术
icd9procs	66.73	输卵管-输卵管吻合术
icd9procs	66.74	输卵管-子宫吻合术
icd9procs	66.79	输卵管其他修补术
icd9procs	66.79	输卵管其他修补术
icd9procs	66.8	输卵管鼓气法
icd9procs	66.9	输卵管的其他手术
icd9procs	66.9	输卵管的其他手术
icd9procs	66.91	输卵管抽吸
icd9procs	66.92	单侧输卵管破坏或闭合
icd9procs	66.93	输卵管假体置入或置换
icd9procs	66.94	输卵管假体去除
icd9procs	66.95	治疗性物质吹入输卵管
icd9procs	66.96	输卵管扩张术
icd9procs	66.96	输卵管扩张术
icd9procs	66.97	输卵管伞埋入子宫壁
icd9procs	66.99	输卵管的其他手术
icd9procs	67	子宫颈手术
icd9procs	67.0	子宫颈管扩张
icd9procs	67.1	子宫颈的诊断性操作
icd9procs	67.11	子宫颈内活组织检查
icd9procs	67.12	其他子宫颈活组织检查
icd9procs	67.19	子宫颈的其他诊断性操作
icd9procs	67.2	子宫颈锥形切除术
icd9procs	67.3	子宫颈病损或子宫颈组织的其他切除术或破坏术
icd9procs	67.3	子宫颈病损或子宫颈组织的其他切除术或破坏术
icd9procs	67.31	子宫颈囊肿袋形缝合术[造袋术]
icd9procs	67.32	子宫颈病损烧灼破坏术
icd9procs	67.33	子宫颈病损冷冻破坏术
icd9procs	67.39	子宫颈病损或组织的其他切除术或破坏术
icd9procs	67.39	子宫颈病损或组织的其他切除术或破坏术
icd9procs	67.4	子宫颈截断术
